provider_id,category,proxy_relevance,test_review_count,mean_test_rating,mean_actual_credibility,actual_fake_review_rate
P08808,Cushion Works,0.0754,1,1,0.377,1
P08809,Cushion Works,0.3644,1,2,0.911,0
P08810,Cushion Works,0.5622,1,3,0.937,0
P08814,Cushion Works,0.0634,1,1,0.317,1
P08815,Cushion Works,0.503,1,5,0.503,1
P08816,Cushion Works,0.6408,1,4,0.801,0
P08821,Cushion Works,0.7308,3,4,0.9136666667,0
P08823,Cushion Works,0.5526,1,3,0.921,0
P08824,Cushion Works,0.4625333333,3,3.333333333,0.778,0.3333333333
P08825,Cushion Works,0.3708,1,2,0.927,0
P08826,Cushion Works,0.931,1,5,0.931,0
P08832,Cushion Works,0.3604,1,2,0.901,0
P08834,Cushion Works,0.073,1,5,0.073,1
P08835,Cushion Works,0.7104,1,4,0.888,0
P08838,Cushion Works,0.3865,2,3.5,0.5975,0.5
P08840,Cushion Works,0.6546,2,3.5,0.936,0
P08844,Cushion Works,0.3784,1,2,0.946,0
P08846,Cushion Works,0.5239333333,3,3,0.8936666667,0
P08847,Cushion Works,0.5010666667,3,4,0.6896666667,0.3333333333
P08850,Cushion Works,0.6344,3,3.666666667,0.872,0
P08852,Cushion Works,0.7544,1,4,0.943,0
P08853,Cushion Works,0.4794,2,3,0.799,0
P08854,Cushion Works,0.5418,1,3,0.903,0
P08855,Cushion Works,0.1304,1,4,0.163,1
P08856,Cushion Works,0.5448,1,3,0.908,0
P08858,Cushion Works,0.3066,1,3,0.511,1
P08859,Cushion Works,0.708,1,4,0.885,0
P08860,Cushion Works,0.7128,1,4,0.891,0
P08861,Cushion Works,0.597,2,4,0.783,0.5
P08864,Cushion Works,0.2772,1,3,0.462,1
P08866,Cushion Works,0.5334,1,3,0.889,0
P08867,Cushion Works,0.498,3,2.666666667,0.9303333333,0
P08868,Cushion Works,0.7432,1,4,0.929,0
P08870,Cushion Works,0.953,1,5,0.953,0
P08871,Cushion Works,0.892,1,5,0.892,0
P08872,Cushion Works,0.2996,2,2,0.591,0.5
P08873,Cushion Works,0.93,1,5,0.93,0
P08876,Cushion Works,0.552,2,3,0.92,0
P08882,Cushion Works,0.425,1,5,0.425,1
P08883,Cushion Works,0.625,3,3.333333333,0.9373333333,0
P08884,Cushion Works,0.901,1,5,0.901,0
P08885,Cushion Works,0.6776,3,3.666666667,0.9186666667,0
P08888,Cushion Works,0.6201,2,3.5,0.8805,0
P08889,Cushion Works,0.7213,4,4.25,0.86125,0
P08894,Cushion Works,0.3688,1,2,0.922,0
P08898,Cushion Works,0.1086,1,1,0.543,1
P08900,Cushion Works,0.764,1,4,0.955,0
P08902,Cushion Works,0.3636,1,2,0.909,0
P08903,Cushion Works,0.732,1,4,0.915,0
P08905,Cushion Works,0.934,1,5,0.934,0
P08906,Cushion Works,0.5532,1,3,0.922,0
P08907,Cushion Works,0.8503,2,4.5,0.944,0
P08909,Cushion Works,0.141,1,1,0.705,0
P08910,Cushion Works,0.4585333333,3,2.666666667,0.8333333333,0
P08912,Cushion Works,0.7248,1,4,0.906,0
P08914,Cushion Works,0.4284,1,3,0.714,0
P08915,Cushion Works,0.4703,2,2.5,0.9375,0
P08916,Cushion Works,0.1826,1,1,0.913,0
P08920,Cushion Works,0.3732,2,3,0.622,0.5
P08922,Cushion Works,0.7088,1,4,0.886,0
P08923,Cushion Works,0.6978666667,3,4,0.8723333333,0
P02857,Electricians,0.3612,2,2,0.903,0
P02858,Electricians,0.24,1,2,0.6,1
P02859,Electricians,0.5496,1,3,0.916,0
P02860,Electricians,0.74,1,4,0.925,0
P02861,Electricians,0.3667333333,3,2.666666667,0.6973333333,0.3333333333
P02864,Electricians,0.5562,1,3,0.927,0
P02868,Electricians,0.7496,1,4,0.937,0
P02872,Electricians,0.7624,1,4,0.953,0
P02875,Electricians,0.7184,1,4,0.898,0
P02877,Electricians,0.5496,1,3,0.916,0
P02878,Electricians,0.1884,1,1,0.942,0
P02881,Electricians,0.7424,1,4,0.928,0
P02884,Electricians,0.6064,1,4,0.758,0
P02886,Electricians,0.6548,2,4,0.8185,0
P02887,Electricians,0.4078,2,2.5,0.837,0
P02889,Electricians,0.5380666667,3,3,0.8886666667,0
P02892,Electricians,0.8438,2,4.5,0.937,0
P02897,Electricians,0.5502,2,3,0.917,0
P02898,Electricians,0.6538,2,3.5,0.936,0
P02901,Electricians,0.608,3,3.333333333,0.911,0
P02905,Electricians,0.942,1,5,0.942,0
P02906,Electricians,0.6915,2,4,0.8735,0
P02909,Electricians,0.709,1,5,0.709,0
P02910,Electricians,0.1682,1,1,0.841,0
P02911,Electricians,0.3808,1,4,0.476,1
P02912,Electricians,0.444,1,3,0.74,0
P02913,Electricians,0.824,1,5,0.824,0
P02914,Electricians,0.656,1,4,0.82,0
P02916,Electricians,0.0934,2,1,0.467,0.5
P02917,Electricians,0.7544,1,4,0.943,0
P02918,Electricians,0.5514,1,3,0.919,0
P02919,Electricians,0.41228,5,3.6,0.6562,0.4
P02922,Electricians,0.712,1,4,0.89,0
P02923,Electricians,0.952,1,5,0.952,0
P02924,Electricians,0.7104,1,4,0.888,0
P02927,Electricians,0.7456,1,4,0.932,0
P02929,Electricians,0.5478,1,3,0.913,0
P02933,Electricians,0.3112,2,3,0.594,0.5
P02934,Electricians,0.6345,2,3.5,0.9015,0
P02935,Electricians,0.708,1,5,0.708,0
P02936,Electricians,0.7464,1,4,0.933,0
P02937,Electricians,0.5225,2,4.5,0.6165,0.5
P02938,Electricians,0.1316,1,1,0.658,0
P02939,Electricians,0.5812666667,3,4.333333333,0.7033333333,0.3333333333
P02941,Electricians,0.4574,2,2.5,0.9135,0
P02942,Electricians,0.3288,4,3.25,0.48275,0.75
P02943,Electricians,0.744,1,4,0.93,0
P02944,Electricians,0.5574,1,3,0.929,0
P02947,Electricians,0.7815,2,5,0.7815,0
P02949,Electricians,0.5724,1,3,0.954,0
P02950,Electricians,0.0578,1,1,0.289,1
P02951,Electricians,0.5646,1,3,0.941,0
P02952,Electricians,0.732,1,4,0.915,0
P02955,Electricians,0.3788,1,2,0.947,0
P02958,Electricians,0.38615,4,3.75,0.592,0.5
P02960,Electricians,0.4467,2,3,0.7445,0
P02967,Electricians,0.6905,2,5,0.6905,0.5
P02968,Electricians,0.7608,1,4,0.951,0
P02970,Electricians,0.728,1,4,0.91,0
P02971,Electricians,0.6011,2,3.5,0.845,0
P02974,Electricians,0.3084,1,2,0.771,0
P02975,Electricians,0.366,1,2,0.915,0
P02976,Electricians,0.5664,1,3,0.944,0
P02977,Electricians,0.582,1,5,0.582,1
P02978,Electricians,0.7424,1,4,0.928,0
P02981,Electricians,0.1848,1,1,0.924,0
P02983,Electricians,0.703,1,5,0.703,1
P02985,Electricians,0.945,1,5,0.945,0
P02988,Electricians,0.356,1,2,0.89,0
P02989,Electricians,0.744,1,4,0.93,0
P02990,Electricians,0.052,1,1,0.26,1
P02991,Electricians,0.4712666667,3,3,0.8013333333,0
P02993,Electricians,0.5646,1,3,0.941,0
P02996,Electricians,0.939,1,5,0.939,0
P03001,Electricians,0.5322,1,3,0.887,0
P03007,Electricians,0.718,1,5,0.718,0
P03011,Electricians,0.914,1,5,0.914,0
P03013,Electricians,0.5586,1,3,0.931,0
P03014,Electricians,0.3648,1,2,0.912,0
P03015,Electricians,0.5706,1,3,0.951,0
P03016,Electricians,0.66295,4,3.75,0.88525,0
P03017,Electricians,0.7528,1,4,0.941,0
P03020,Electricians,0.405,1,5,0.405,1
P03021,Electricians,0.4722666667,3,3.666666667,0.6973333333,0.3333333333
P03022,Electricians,0.3784,1,2,0.946,0
P03024,Electricians,0.6585,2,3.5,0.933,0
P03025,Electricians,0.429,1,3,0.715,0
P03026,Electricians,0.5628,1,3,0.938,0
P03027,Electricians,0.357,1,5,0.357,1
P03028,Electricians,0.6344,1,4,0.793,0
P03030,Electricians,0.4825333333,3,2.666666667,0.9083333333,0
P03031,Electricians,0.5516,2,3,0.914,0
P03032,Electricians,0.368,1,5,0.368,1
P03033,Electricians,0.3776,1,2,0.944,0
P03036,Electricians,0.7224,1,4,0.903,0
P03039,Electricians,0.11,1,1,0.55,1
P03042,Electricians,0.8553,2,4.5,0.95,0
P03043,Electricians,0.4956,2,3,0.8535,0
P03044,Electricians,0.4816,2,3,0.839,0
P03045,Electricians,0.6056,1,4,0.757,0
P03049,Electricians,0.314,1,5,0.314,1
P03050,Electricians,0.462,2,2.5,0.918,0
P03052,Electricians,0.357,1,5,0.357,1
P03053,Electricians,0.5454,1,3,0.909,0
P03055,Electricians,0.3173,2,3,0.6785,0.5
P03056,Electricians,0.615,2,4,0.804,0
P03057,Electricians,0.567,1,3,0.945,0
P03058,Electricians,0.222,1,5,0.222,1
P03059,Electricians,0.3696,1,2,0.924,0
P03062,Electricians,0.5542,3,3,0.9236666667,0
P03063,Electricians,0.1732,2,2,0.412,1
P03066,Electricians,0.3596,1,2,0.899,0
P03070,Electricians,0.76,1,4,0.95,0
P03072,Electricians,0.1042,1,1,0.521,1
P03075,Electricians,0.3752,1,2,0.938,0
P03077,Electricians,0.3712,2,2,0.928,0
P03080,Electricians,0.5598,1,3,0.933,0
P03081,Electricians,0.235,1,5,0.235,1
P03082,Electricians,0.923,1,5,0.923,0
P03083,Electricians,0.5538,1,3,0.923,0
P03087,Electricians,0.6408,1,4,0.801,0
P03088,Electricians,0.399,1,5,0.399,1
P03091,Electricians,0.756,1,4,0.945,0
P03093,Electricians,0.376,1,2,0.94,0
P03094,Electricians,0.5514,1,3,0.919,0
P03099,Electricians,0.7128,1,4,0.891,0
P03100,Electricians,0.552,1,3,0.92,0
P03101,Electricians,0.1894,1,1,0.947,0
P03105,Electricians,0.0586,1,1,0.293,1
P03106,Electricians,0.549,1,3,0.915,0
P03109,Electricians,0.6161,2,4,0.7955,0
P03114,Electricians,0.3572,1,2,0.893,0
P03115,Electricians,0.951,1,5,0.951,0
P03118,Electricians,0.947,1,5,0.947,0
P03119,Electricians,0.64,2,3.5,0.915,0
P03120,Electricians,0.4464,1,3,0.744,0
P03121,Electricians,0.5382,1,3,0.897,0
P03122,Electricians,0.1784,1,2,0.446,1
P03123,Electricians,0.0588,1,1,0.294,1
P03124,Electricians,0.7168,1,4,0.896,0
P03125,Electricians,0.5448,1,3,0.908,0
P03126,Electricians,0.74,1,4,0.925,0
P03129,Electricians,0.7432,2,4,0.929,0
P03130,Electricians,0.4434,1,3,0.739,0
P03131,Electricians,0.7392,1,4,0.924,0
P03132,Electricians,0.7368,1,4,0.921,0
P03137,Electricians,0.1178,1,1,0.589,1
P03138,Electricians,0.4891,2,3,0.6355,0.5
P03140,Electricians,0.7311,2,4,0.9145,0
P03142,Electricians,0.911,1,5,0.911,0
P03143,Electricians,0.889,1,5,0.889,0
P03144,Electricians,0.6026,3,3.333333333,0.8546666667,0
P03146,Electricians,0.3521,2,2,0.8145,0
P03147,Electricians,0.1774,1,1,0.887,0
P03148,Electricians,0.3021,2,2,0.6125,0.5
P03150,Electricians,0.7184,1,4,0.898,0
P03155,Electricians,0.2844,1,3,0.474,1
P03156,Electricians,0.5036,2,3.5,0.7455,0.5
P03159,Electricians,0.7288,1,4,0.911,0
P03160,Electricians,0.3792,1,2,0.948,0
P03162,Electricians,0.5541,2,3,0.9235,0
P03163,Electricians,0.5268,2,3,0.878,0
P03164,Electricians,0.7432,1,4,0.929,0
P03165,Electricians,0.6697333333,3,3.666666667,0.9133333333,0
P03166,Electricians,0.6073,2,3.5,0.875,0
P03167,Electricians,0.3328,2,2,0.832,0
P03168,Electricians,0.465,1,3,0.775,0
P03169,Electricians,0.5696,1,4,0.712,0
P03172,Electricians,0.1928,1,2,0.482,1
P03173,Electricians,0.7314,2,4,0.92,0
P03176,Electricians,0.898,1,5,0.898,0
P03177,Electricians,0.7192,1,4,0.899,0
P03178,Electricians,0.573,1,3,0.955,0
P03179,Electricians,0.5412,1,3,0.902,0
P03180,Electricians,0.57645,4,3.25,0.7875,0.25
P03181,Electricians,0.603,2,3.5,0.8535,0
P03185,Electricians,0.716,1,4,0.895,0
P03188,Electricians,0.5472,1,3,0.912,0
P03189,Electricians,0.1852,1,1,0.926,0
P03190,Electricians,0.6914,2,4,0.838,0
P03192,Electricians,0.795,2,5,0.795,0
P03194,Electricians,0.7152,1,4,0.894,0
P03195,Electricians,0.4846,2,3,0.585,0.5
P03196,Electricians,0.466,1,5,0.466,1
P03197,Electricians,0.5382,1,3,0.897,0
P03200,Electricians,0.6586,2,3.5,0.9405,0
P03201,Electricians,0.5478,1,3,0.913,0
P03202,Electricians,0.5417,2,3.5,0.812,0
P03209,Electricians,0.5412,1,3,0.902,0
P03211,Electricians,0.296,1,2,0.74,0
P00001,Masons,0.7224,1,4,0.903,0
P00002,Masons,0.724,2,4,0.911,0
P00005,Masons,0.52445,4,3.25,0.77075,0.25
P00006,Masons,0.4437333333,3,3.666666667,0.6973333333,0.3333333333
P00007,Masons,0.78,1,5,0.78,0
P00009,Masons,0.7496,1,4,0.937,0
P00013,Masons,0.6048,3,3.333333333,0.9093333333,0
P00014,Masons,0.4551,2,2.5,0.915,0
P00017,Masons,0.1388,1,1,0.694,0
P00019,Masons,0.1874,1,1,0.937,0
P00020,Masons,0.576,1,4,0.72,0
P00021,Masons,0.5574,1,3,0.929,0
P00025,Masons,0.948,1,5,0.948,0
P00026,Masons,0.5826,4,3.25,0.90225,0
P00030,Masons,0.564,1,3,0.94,0
P00032,Masons,0.585,1,5,0.585,1
P00033,Masons,0.7365,2,4,0.9205,0
P00037,Masons,0.4338,1,3,0.723,0
P00038,Masons,0.7042,2,4.5,0.793,0
P00039,Masons,0.656,1,5,0.656,0
P00041,Masons,0.4549,2,2.5,0.9095,0
P00043,Masons,0.5739,2,3.5,0.8305,0
P00044,Masons,0.5675,2,3.5,0.8255,0
P00045,Masons,0.1646,1,1,0.823,0
P00046,Masons,0.6269,2,4,0.8115,0
P00047,Masons,0.339,1,5,0.339,1
P00048,Masons,0.442,1,5,0.442,1
P00049,Masons,0.186,1,5,0.186,1
P00050,Masons,0.3804,1,2,0.951,0
P00051,Masons,0.38,1,2,0.95,0
P00055,Masons,0.724,1,4,0.905,0
P00056,Masons,0.4242,1,3,0.707,0
P00058,Masons,0.9055,2,5,0.9055,0
P00059,Masons,0.0654,1,1,0.327,1
P00062,Masons,0.926,1,5,0.926,0
P00066,Masons,0.7224,1,4,0.903,0
P00069,Masons,0.3095,2,2,0.6445,0.5
P00070,Masons,0.285,1,5,0.285,1
P00073,Masons,0.534,1,3,0.89,0
P00074,Masons,0.7044,2,4,0.894,0
P00075,Masons,0.7304,1,4,0.913,0
P00076,Masons,0.5544,1,3,0.924,0
P00078,Masons,0.7568,1,4,0.946,0
P00080,Masons,0.3664,1,2,0.916,0
P00081,Masons,0.6361,2,3.5,0.912,0
P00082,Masons,0.4667,2,2.5,0.9315,0
P00086,Masons,0.7288,1,4,0.911,0
P00088,Masons,0.76,1,4,0.95,0
P00095,Masons,0.7336,1,4,0.917,0
P00099,Masons,0.336,1,5,0.336,1
P00100,Masons,0.7496,1,4,0.937,0
P00103,Masons,0.5448,1,3,0.908,0
P00105,Masons,0.732,1,4,0.915,0
P00106,Masons,0.7552,1,4,0.944,0
P00113,Masons,0.0366,1,1,0.183,1
P00114,Masons,0.68,2,4,0.829,0
P00115,Masons,0.756,1,4,0.945,0
P00119,Masons,0.7112,1,4,0.889,0
P00120,Masons,0.555,1,3,0.925,0
P00123,Masons,0.552,1,3,0.92,0
P00126,Masons,0.4881,2,3,0.8135,0
P00128,Masons,0.9085,2,5,0.9085,0
P00130,Masons,0.74,2,4,0.925,0
P00132,Masons,0.349,1,5,0.349,1
P00134,Masons,0.4144666667,3,2.333333333,0.8086666667,0.3333333333
P00135,Masons,0.7248,1,4,0.906,0
P00137,Masons,0.751,2,4,0.941,0
P00139,Masons,0.5562,1,3,0.927,0
P00140,Masons,0.724,1,4,0.905,0
P00144,Masons,0.7192,1,4,0.899,0
P00145,Masons,0.374,1,2,0.935,0
P00147,Masons,0.3278,2,2,0.8195,0
P00149,Masons,0.5532,1,3,0.922,0
P00150,Masons,0.3692,1,2,0.923,0
P00153,Masons,0.5592,1,3,0.932,0
P00154,Masons,0.3314666667,3,2,0.7183333333,0.3333333333
P00157,Masons,0.7512,1,4,0.939,0
P00158,Masons,0.71,1,5,0.71,0
P00160,Masons,0.5694,1,3,0.949,0
P00161,Masons,0.7088,2,4,0.886,0
P00164,Masons,0.151,1,5,0.151,1
P00165,Masons,0.914,1,5,0.914,0
P00166,Masons,0.5502,1,3,0.917,0
P00168,Masons,0.7192,1,4,0.899,0
P00169,Masons,0.4926,1,3,0.821,0
P00170,Masons,0.732,1,4,0.915,0
P00172,Masons,0.472,2,3,0.572,0.5
P00173,Masons,0.2556,2,1.5,0.8185,0
P00174,Masons,0.5616,1,3,0.936,0
P00176,Masons,0.426,1,3,0.71,0
P00177,Masons,0.4165,2,4,0.6015,0.5
P00178,Masons,0.4374,1,3,0.729,0
P00182,Masons,0.6455,2,5,0.6455,0.5
P00183,Masons,0.055,1,1,0.275,1
P00184,Masons,0.6592,2,3.5,0.94,0
P00187,Masons,0.744,1,4,0.93,0
P00191,Masons,0.5598,1,3,0.933,0
P00192,Masons,0.4632,1,3,0.772,0
P00193,Masons,0.7862666667,3,4.333333333,0.9076666667,0
P00194,Masons,0.3992,1,4,0.499,1
P00196,Masons,0.8275,2,4.5,0.917,0
P00197,Masons,0.5454,1,3,0.909,0
P00198,Masons,0.7408,1,4,0.926,0
P00200,Masons,0.914,1,5,0.914,0
P00202,Masons,0.7352,1,4,0.919,0
P00203,Masons,0.5571,2,3,0.9285,0
P00205,Masons,0.441,1,3,0.735,0
P00206,Masons,0.7288,1,4,0.911,0
P00207,Masons,0.3552,1,2,0.888,0
P00210,Masons,0.524,1,5,0.524,1
P00212,Masons,0.5478,1,3,0.913,0
P00214,Masons,0.7496,1,4,0.937,0
P00215,Masons,0.1868,1,1,0.934,0
P00220,Masons,0.929,1,5,0.929,0
P00221,Masons,0.7392,2,4,0.924,0
P00223,Masons,0.1782,1,1,0.891,0
P00224,Masons,0.5598,1,3,0.933,0
P00227,Masons,0.801,1,5,0.801,0
P00229,Masons,0.5502,1,3,0.917,0
P00232,Masons,0.6335,2,3.5,0.905,0
P00234,Masons,0.8232,2,4.5,0.917,0
P00237,Masons,0.315,2,2,0.635,0.5
P00238,Masons,0.1889,2,1,0.9445,0
P00241,Masons,0.5442,1,3,0.907,0
P00242,Masons,0.5152,2,3,0.8255,0
P00244,Masons,0.5616,1,3,0.936,0
P00245,Masons,0.3742,2,2,0.9355,0
P00246,Masons,0.5688,1,3,0.948,0
P00248,Masons,0.6179,2,4,0.8005,0
P00249,Masons,0.7568,1,4,0.946,0
P00253,Masons,0.6526,2,3.5,0.9295,0
P00255,Masons,0.2134,2,1.5,0.6205,0.5
P00256,Masons,0.2981,2,2,0.5985,0.5
P00260,Masons,0.407,2,5,0.407,1
P00262,Masons,0.7184,1,4,0.898,0
P00264,Masons,0.555,1,3,0.925,0
P00266,Masons,0.519,2,3,0.8365,0
P00267,Masons,0.7184,1,4,0.898,0
P00268,Masons,0.218,1,5,0.218,1
P00269,Masons,0.5188,2,3,0.736,0.5
P00271,Masons,0.89,1,5,0.89,0
P00272,Masons,0.7448,1,4,0.931,0
P00274,Masons,0.5382,1,3,0.897,0
P00277,Masons,0.5316,1,3,0.886,0
P00279,Masons,0.3588,1,2,0.897,0
P00280,Masons,0.5682,1,3,0.947,0
P00281,Masons,0.3584,1,2,0.896,0
P00282,Masons,0.5872,1,4,0.734,0
P00285,Masons,0.5712,1,3,0.952,0
P00286,Masons,0.6498,3,3.666666667,0.8723333333,0
P00287,Masons,0.3664,1,2,0.916,0
P00288,Masons,0.4147333333,3,3,0.6536666667,0.6666666667
P00290,Masons,0.0456,1,1,0.228,1
P00291,Masons,0.5500666667,3,3,0.913,0
P00292,Masons,0.724,1,4,0.905,0
P00296,Masons,0.1238,1,1,0.619,1
P00298,Masons,0.5287,2,4.5,0.62,0.5
P00300,Masons,0.7384,1,4,0.923,0
P00301,Masons,0.6188666667,3,3.666666667,0.854,0
P00302,Masons,0.5269333333,3,4,0.6803333333,0.6666666667
P00304,Masons,0.6724,3,3.666666667,0.909,0
P00305,Masons,0.3648,1,2,0.912,0
P00306,Masons,0.5334,1,3,0.889,0
P00308,Masons,0.948,1,5,0.948,0
P00309,Masons,0.1142,1,1,0.571,1
P00310,Masons,0.5448,1,3,0.908,0
P00311,Masons,0.5944,4,4,0.7765,0.25
P00316,Masons,0.5382,1,3,0.897,0
P00318,Masons,0.937,1,5,0.937,0
P00323,Masons,0.66525,4,4,0.8385,0
P00324,Masons,0.5638,2,4.5,0.6575,0.5
P00325,Masons,0.5352,1,3,0.892,0
P00327,Masons,0.949,1,5,0.949,0
P00328,Masons,0.6229333333,3,4.333333333,0.745,0.3333333333
P00333,Masons,0.8199,2,4.5,0.9125,0
P00334,Masons,0.5493,2,3,0.9155,0
P00335,Masons,0.7216,1,4,0.902,0
P00338,Masons,0.445,1,5,0.445,1
P00341,Masons,0.7504,1,4,0.938,0
P00344,Masons,0.5454,1,3,0.909,0
P00347,Masons,0.6452,2,4,0.795,0
P00349,Masons,0.5424,1,3,0.904,0
P00351,Masons,0.6536,2,3.5,0.933,0
P00352,Masons,0.6318,2,4,0.815,0
P00354,Masons,0.2,1,5,0.2,1
P00355,Masons,0.5939,2,4.5,0.6855,0.5
P00356,Masons,0.7328,2,4,0.916,0
P00357,Masons,0.062,1,1,0.31,1
P04285,Painters,0.931,1,5,0.931,0
P04286,Painters,0.712,1,4,0.89,0
P04287,Painters,0.3764,1,2,0.941,0
P04288,Painters,0.3076,1,2,0.769,0
P04291,Painters,0.5664,1,4,0.708,0
P04293,Painters,0.5804666667,3,3.333333333,0.8666666667,0
P04296,Painters,0.7328,1,4,0.916,0
P04298,Painters,0.5688,1,4,0.711,0
P04299,Painters,0.5188,2,3.5,0.787,0
P04301,Painters,0.8647333333,3,4.666666667,0.9243333333,0
P04303,Painters,0.936,1,5,0.936,0
P04304,Painters,0.0694,1,1,0.347,1
P04305,Painters,0.509,2,3,0.87,0
P04307,Painters,0.902,1,5,0.902,0
P04309,Painters,0.5511,2,3,0.9185,0
P04312,Painters,0.186,1,1,0.93,0
P04313,Painters,0.576,1,4,0.72,0
P04314,Painters,0.5704,1,4,0.713,0
P04315,Painters,0.1302,1,1,0.651,1
P04318,Painters,0.3792,1,2,0.948,0
P04321,Painters,0.752,1,4,0.94,0
P04322,Painters,0.906,1,5,0.906,0
P04323,Painters,0.4186,2,2.5,0.7085,0.5
P04326,Painters,0.899,1,5,0.899,0
P04327,Painters,0.0268,1,1,0.134,1
P04328,Painters,0.8158666667,3,4.333333333,0.9426666667,0
P04329,Painters,0.432,1,3,0.72,0
P04335,Painters,0.2616,2,1.5,0.8315,0
P04337,Painters,0.6927,4,3.75,0.91925,0
P04338,Painters,0.5514,1,3,0.919,0
P04339,Painters,0.7315,2,4,0.9175,0
P04343,Painters,0.3223,2,3.5,0.6085,0.5
P04346,Painters,0.7448,1,4,0.931,0
P04347,Painters,0.7272,1,4,0.909,0
P04349,Painters,0.6088,1,4,0.761,0
P04350,Painters,0.664,1,4,0.83,0
P04352,Painters,0.5424,1,3,0.904,0
P04353,Painters,0.1796,1,1,0.898,0
P04354,Painters,0.3648,1,2,0.912,0
P04358,Painters,0.177,1,5,0.177,1
P04359,Painters,0.5022,1,3,0.837,0
P04360,Painters,0.7211,2,4,0.9025,0
P04361,Painters,0.6417,2,3.5,0.9215,0
P04363,Painters,0.2823,2,2,0.6195,0.5
P04364,Painters,0.356,1,2,0.89,0
P04367,Painters,0.7232,1,4,0.904,0
P04369,Painters,0.4327,2,2.5,0.7415,0.5
P04370,Painters,0.748,1,4,0.935,0
P04371,Painters,0.5646,1,3,0.941,0
P04375,Painters,0.5706,1,3,0.951,0
P04376,Painters,0.3732,1,2,0.933,0
P04377,Painters,0.36,1,2,0.9,0
P04378,Painters,0.4018,3,2.666666667,0.7936666667,0
P04382,Painters,0.7536,1,4,0.942,0
P04385,Painters,0.5328,1,3,0.888,0
P04386,Painters,0.4218,2,3,0.797,0
P04387,Painters,0.5976,1,4,0.747,0
P04388,Painters,0.74,1,4,0.925,0
P04392,Painters,0.1038,1,1,0.519,1
P04393,Painters,0.0732,1,1,0.366,1
P04394,Painters,0.7624,1,4,0.953,0
P04395,Painters,0.3696,1,4,0.462,1
P04396,Painters,0.7504,1,4,0.938,0
P04397,Painters,0.4346,2,2.5,0.763,0.5
P04401,Painters,0.4601,2,2.5,0.9235,0
P04402,Painters,0.5064,1,3,0.844,0
P04403,Painters,0.531,1,3,0.885,0
P04405,Painters,0.2206,2,1.5,0.627,0.5
P04406,Painters,0.3244,2,2.5,0.53,0.5
P04407,Painters,0.567,1,3,0.945,0
P04410,Painters,0.933,1,5,0.933,0
P04412,Painters,0.895,1,5,0.895,0
P04413,Painters,0.7208,1,4,0.901,0
P04414,Painters,0.716,1,4,0.895,0
P04415,Painters,0.1866,1,1,0.933,0
P04419,Painters,0.5712,1,3,0.952,0
P04423,Painters,0.4813,4,3,0.835,0.25
P04426,Painters,0.6384,1,4,0.798,0
P04428,Painters,0.517,2,3,0.83,0
P04435,Painters,0.456,1,5,0.456,1
P04436,Painters,0.752,1,4,0.94,0
P04440,Painters,0.8177,2,4.5,0.91,0
P04441,Painters,0.5356,2,3,0.8955,0
P04444,Painters,0.4512,1,3,0.752,0
P04445,Painters,0.938,1,5,0.938,0
P04447,Painters,0.919,1,5,0.919,0
P04449,Painters,0.708,1,4,0.885,0
P04451,Painters,0.6684,2,4,0.8355,0
P04452,Painters,0.429,1,3,0.715,0
P04454,Painters,0.5358,1,3,0.893,0
P04457,Painters,0.899,1,5,0.899,0
P04462,Painters,0.927,1,5,0.927,0
P04463,Painters,0.366,1,2,0.915,0
P04467,Painters,0.8123,2,4.5,0.9015,0
P04468,Painters,0.8399,2,4.5,0.932,0
P04470,Painters,0.0632,1,1,0.316,1
P04472,Painters,0.1074,1,1,0.537,1
P04473,Painters,0.7544,1,4,0.943,0
P04474,Painters,0.3552,1,4,0.444,1
P04476,Painters,0.5358,1,3,0.893,0
P04477,Painters,0.3816,1,2,0.954,0
P04478,Painters,0.4964666667,3,2.666666667,0.919,0
P04484,Painters,0.609,2,3.5,0.858,0
P04485,Painters,0.3706,2,3.5,0.567,0.5
P04486,Painters,0.5394,1,3,0.899,0
P04487,Painters,0.74105,4,4.25,0.87025,0
P04489,Painters,0.888,1,5,0.888,0
P04490,Painters,0.8426,2,4.5,0.936,0
P04492,Painters,0.5706,1,3,0.951,0
P04496,Painters,0.1888,1,1,0.944,0
P04497,Painters,0.688,2,4,0.86,0
P04498,Painters,0.5452,2,3,0.906,0
P04499,Painters,0.5694,1,3,0.949,0
P04500,Painters,0.34,1,4,0.425,1
P04502,Painters,0.6472,2,3.5,0.9245,0
P04503,Painters,0.5718,1,3,0.953,0
P04504,Painters,0.537,1,3,0.895,0
P04506,Painters,0.664,2,4,0.83,0
P04507,Painters,0.701,1,5,0.701,0
P04508,Painters,0.53,2,4.5,0.621,0.5
P04510,Painters,0.5394,2,3.5,0.763,0
P04511,Painters,0.5358,1,3,0.893,0
P04512,Painters,0.536,1,5,0.536,1
P04514,Painters,0.325,1,5,0.325,1
P04515,Painters,0.4536,1,3,0.756,0
P04516,Painters,0.7504,1,4,0.938,0
P04517,Painters,0.93,1,5,0.93,0
P04522,Painters,0.7088,1,4,0.886,0
P04523,Painters,0.5344,1,4,0.668,0
P04525,Painters,0.1738,2,1.5,0.484,0.5
P04527,Painters,0.0882,1,1,0.441,1
P04528,Painters,0.5586,1,3,0.931,0
