source_provider_id,provider_id,source_category,category,source_district,mapped_district,mapping_algorithm,mapping_version
P090083,P05795,Cleaners,Cleaners,Badulla,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090084,P05796,Cleaners,Cleaners,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090085,P05797,Cleaners,Cleaners,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P090086,P05798,Cleaners,Cleaners,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090087,P05799,Cleaners,Cleaners,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P090088,P05800,Cleaners,Cleaners,Nuwara Eliya,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090089,P05801,Cleaners,Cleaners,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090090,P05802,Cleaners,Cleaners,Galle,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090091,P05803,Cleaners,Cleaners,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090092,P05804,Cleaners,Cleaners,Nuwara Eliya,Kandy,category-sorted-bijection-v1,provider-map-v1
P090093,P05805,Cleaners,Cleaners,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P090094,P05806,Cleaners,Cleaners,Matale,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090095,P05807,Cleaners,Cleaners,Ratnapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P090096,P05808,Cleaners,Cleaners,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090097,P05809,Cleaners,Cleaners,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090098,P05810,Cleaners,Cleaners,Matale,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090099,P05811,Cleaners,Cleaners,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090100,P05812,Cleaners,Cleaners,Gampaha,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090101,P05813,Cleaners,Cleaners,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P090102,P05814,Cleaners,Cleaners,Anuradhapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090103,P05815,Cleaners,Cleaners,Colombo,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090104,P05816,Cleaners,Cleaners,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090105,P05817,Cleaners,Cleaners,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090106,P05818,Cleaners,Cleaners,Matara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090107,P05819,Cleaners,Cleaners,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090108,P05820,Cleaners,Cleaners,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090109,P05821,Cleaners,Cleaners,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090110,P05822,Cleaners,Cleaners,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P090111,P05823,Cleaners,Cleaners,Colombo,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090112,P05824,Cleaners,Cleaners,Colombo,Matara,category-sorted-bijection-v1,provider-map-v1
P090113,P05825,Cleaners,Cleaners,Kalutara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090114,P05826,Cleaners,Cleaners,Matale,Colombo,category-sorted-bijection-v1,provider-map-v1
P090115,P05827,Cleaners,Cleaners,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P090116,P05828,Cleaners,Cleaners,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090117,P05829,Cleaners,Cleaners,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P090118,P05830,Cleaners,Cleaners,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090119,P05831,Cleaners,Cleaners,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P090120,P05832,Cleaners,Cleaners,Matara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090121,P05833,Cleaners,Cleaners,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090122,P05834,Cleaners,Cleaners,Kurunegala,Colombo,category-sorted-bijection-v1,provider-map-v1
P090123,P05835,Cleaners,Cleaners,Matale,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090124,P05836,Cleaners,Cleaners,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P090125,P05837,Cleaners,Cleaners,Badulla,Colombo,category-sorted-bijection-v1,provider-map-v1
P090126,P05838,Cleaners,Cleaners,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P090127,P05839,Cleaners,Cleaners,Badulla,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090128,P05840,Cleaners,Cleaners,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090129,P05841,Cleaners,Cleaners,Batticaloa,Galle,category-sorted-bijection-v1,provider-map-v1
P090130,P05842,Cleaners,Cleaners,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P090131,P05843,Cleaners,Cleaners,Matale,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090132,P05844,Cleaners,Cleaners,Badulla,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090133,P05845,Cleaners,Cleaners,Matara,Matara,category-sorted-bijection-v1,provider-map-v1
P090134,P05846,Cleaners,Cleaners,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P090135,P05847,Cleaners,Cleaners,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090136,P05848,Cleaners,Cleaners,Colombo,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090137,P05849,Cleaners,Cleaners,Galle,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090138,P05850,Cleaners,Cleaners,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P090139,P05851,Cleaners,Cleaners,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090140,P05852,Cleaners,Cleaners,Jaffna,Kandy,category-sorted-bijection-v1,provider-map-v1
P090141,P05853,Cleaners,Cleaners,Ratnapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P090142,P05854,Cleaners,Cleaners,Matale,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090143,P05855,Cleaners,Cleaners,Gampaha,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090144,P05856,Cleaners,Cleaners,Nuwara Eliya,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090145,P05857,Cleaners,Cleaners,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090146,P05858,Cleaners,Cleaners,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P090147,P05859,Cleaners,Cleaners,Galle,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090148,P05860,Cleaners,Cleaners,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090149,P05861,Cleaners,Cleaners,Kurunegala,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090150,P05862,Cleaners,Cleaners,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090151,P05863,Cleaners,Cleaners,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P090152,P05864,Cleaners,Cleaners,Jaffna,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090153,P05865,Cleaners,Cleaners,Matale,Kandy,category-sorted-bijection-v1,provider-map-v1
P090154,P05866,Cleaners,Cleaners,Jaffna,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090155,P05867,Cleaners,Cleaners,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090156,P05868,Cleaners,Cleaners,Jaffna,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090157,P05869,Cleaners,Cleaners,Nuwara Eliya,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090158,P05870,Cleaners,Cleaners,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090159,P05871,Cleaners,Cleaners,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090160,P05872,Cleaners,Cleaners,Matale,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090161,P05873,Cleaners,Cleaners,Jaffna,Matara,category-sorted-bijection-v1,provider-map-v1
P090162,P05874,Cleaners,Cleaners,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090163,P05875,Cleaners,Cleaners,Kalutara,Kandy,category-sorted-bijection-v1,provider-map-v1
P090164,P05876,Cleaners,Cleaners,Gampaha,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090165,P05877,Cleaners,Cleaners,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090166,P05878,Cleaners,Cleaners,Kurunegala,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090167,P05879,Cleaners,Cleaners,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090168,P05880,Cleaners,Cleaners,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P090169,P05881,Cleaners,Cleaners,Colombo,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090170,P05882,Cleaners,Cleaners,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090171,P05883,Cleaners,Cleaners,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P090172,P05884,Cleaners,Cleaners,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090173,P05885,Cleaners,Cleaners,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090174,P05886,Cleaners,Cleaners,Kalutara,Colombo,category-sorted-bijection-v1,provider-map-v1
P090175,P05887,Cleaners,Cleaners,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P090176,P05888,Cleaners,Cleaners,Galle,Kandy,category-sorted-bijection-v1,provider-map-v1
P090177,P05889,Cleaners,Cleaners,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090178,P05890,Cleaners,Cleaners,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090179,P05891,Cleaners,Cleaners,Kurunegala,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090180,P05892,Cleaners,Cleaners,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090181,P05893,Cleaners,Cleaners,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090182,P05894,Cleaners,Cleaners,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090183,P05895,Cleaners,Cleaners,Jaffna,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090184,P05896,Cleaners,Cleaners,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090185,P05897,Cleaners,Cleaners,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090186,P05898,Cleaners,Cleaners,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P090187,P05899,Cleaners,Cleaners,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090188,P05900,Cleaners,Cleaners,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P090189,P05901,Cleaners,Cleaners,Kalutara,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090190,P05902,Cleaners,Cleaners,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090191,P05903,Cleaners,Cleaners,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090192,P05904,Cleaners,Cleaners,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P090193,P05905,Cleaners,Cleaners,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090194,P05906,Cleaners,Cleaners,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090195,P05907,Cleaners,Cleaners,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090196,P05908,Cleaners,Cleaners,Kurunegala,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090197,P05909,Cleaners,Cleaners,Batticaloa,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090198,P05910,Cleaners,Cleaners,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090199,P05911,Cleaners,Cleaners,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090200,P05912,Cleaners,Cleaners,Galle,Kandy,category-sorted-bijection-v1,provider-map-v1
P090201,P05913,Cleaners,Cleaners,Matale,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090202,P05914,Cleaners,Cleaners,Kalutara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090203,P05915,Cleaners,Cleaners,Matara,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090204,P05916,Cleaners,Cleaners,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090205,P05917,Cleaners,Cleaners,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090206,P05918,Cleaners,Cleaners,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090207,P05919,Cleaners,Cleaners,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090208,P05920,Cleaners,Cleaners,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090209,P05921,Cleaners,Cleaners,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P090210,P05922,Cleaners,Cleaners,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090211,P05923,Cleaners,Cleaners,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P090212,P05924,Cleaners,Cleaners,Badulla,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090213,P05925,Cleaners,Cleaners,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P090214,P05926,Cleaners,Cleaners,Matale,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090215,P05927,Cleaners,Cleaners,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P090216,P05928,Cleaners,Cleaners,Gampaha,Matara,category-sorted-bijection-v1,provider-map-v1
P090217,P05929,Cleaners,Cleaners,Matale,Colombo,category-sorted-bijection-v1,provider-map-v1
P090218,P05930,Cleaners,Cleaners,Gampaha,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090219,P05931,Cleaners,Cleaners,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090220,P05932,Cleaners,Cleaners,Galle,Kandy,category-sorted-bijection-v1,provider-map-v1
P090221,P05933,Cleaners,Cleaners,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090222,P05934,Cleaners,Cleaners,Kandy,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090223,P05935,Cleaners,Cleaners,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P090224,P05936,Cleaners,Cleaners,Nuwara Eliya,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090225,P05937,Cleaners,Cleaners,Galle,Galle,category-sorted-bijection-v1,provider-map-v1
P090226,P05938,Cleaners,Cleaners,Gampaha,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090227,P05939,Cleaners,Cleaners,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090228,P05940,Cleaners,Cleaners,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090229,P05941,Cleaners,Cleaners,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P090230,P05942,Cleaners,Cleaners,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P090231,P05943,Cleaners,Cleaners,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P090232,P05944,Cleaners,Cleaners,Colombo,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090233,P05945,Cleaners,Cleaners,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P090234,P05946,Cleaners,Cleaners,Kalutara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090235,P05947,Cleaners,Cleaners,Kurunegala,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090236,P05948,Cleaners,Cleaners,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090237,P05949,Cleaners,Cleaners,Kurunegala,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090238,P05950,Cleaners,Cleaners,Gampaha,Galle,category-sorted-bijection-v1,provider-map-v1
P090239,P05951,Cleaners,Cleaners,Colombo,Colombo,category-sorted-bijection-v1,provider-map-v1
P090240,P05952,Cleaners,Cleaners,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P090241,P05953,Cleaners,Cleaners,Kandy,Kandy,category-sorted-bijection-v1,provider-map-v1
P090242,P05954,Cleaners,Cleaners,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090243,P05955,Cleaners,Cleaners,Matara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090244,P05956,Cleaners,Cleaners,Colombo,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090245,P05957,Cleaners,Cleaners,Kurunegala,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090246,P05958,Cleaners,Cleaners,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P090247,P05959,Cleaners,Cleaners,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P090248,P05960,Cleaners,Cleaners,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090249,P05961,Cleaners,Cleaners,Kalutara,Galle,category-sorted-bijection-v1,provider-map-v1
P090250,P05962,Cleaners,Cleaners,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P090251,P05963,Cleaners,Cleaners,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090252,P05964,Cleaners,Cleaners,Gampaha,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090253,P05965,Cleaners,Cleaners,Matara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090254,P05966,Cleaners,Cleaners,Badulla,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090255,P05967,Cleaners,Cleaners,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090256,P05968,Cleaners,Cleaners,Batticaloa,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090257,P05969,Cleaners,Cleaners,Batticaloa,Colombo,category-sorted-bijection-v1,provider-map-v1
P090258,P05970,Cleaners,Cleaners,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P090259,P05971,Cleaners,Cleaners,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P090260,P05972,Cleaners,Cleaners,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P090261,P05973,Cleaners,Cleaners,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P090262,P05974,Cleaners,Cleaners,Ratnapura,Matara,category-sorted-bijection-v1,provider-map-v1
P090263,P05975,Cleaners,Cleaners,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090264,P05976,Cleaners,Cleaners,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P090265,P05977,Cleaners,Cleaners,Badulla,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090266,P05978,Cleaners,Cleaners,Jaffna,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090267,P05979,Cleaners,Cleaners,Matale,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090268,P05980,Cleaners,Cleaners,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090269,P05981,Cleaners,Cleaners,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090270,P05982,Cleaners,Cleaners,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P090271,P05983,Cleaners,Cleaners,Jaffna,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090272,P05984,Cleaners,Cleaners,Galle,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090273,P05985,Cleaners,Cleaners,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P090274,P05986,Cleaners,Cleaners,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090275,P05987,Cleaners,Cleaners,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090276,P05988,Cleaners,Cleaners,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P090277,P05989,Cleaners,Cleaners,Gampaha,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090278,P05990,Cleaners,Cleaners,Galle,Colombo,category-sorted-bijection-v1,provider-map-v1
P090279,P05991,Cleaners,Cleaners,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090280,P05992,Cleaners,Cleaners,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P090281,P05993,Cleaners,Cleaners,Nuwara Eliya,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090282,P05994,Cleaners,Cleaners,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P090283,P05995,Cleaners,Cleaners,Kurunegala,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090284,P05996,Cleaners,Cleaners,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P090285,P05997,Cleaners,Cleaners,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090286,P05998,Cleaners,Cleaners,Batticaloa,Colombo,category-sorted-bijection-v1,provider-map-v1
P090287,P05999,Cleaners,Cleaners,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P090288,P06000,Cleaners,Cleaners,Batticaloa,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P090289,P06001,Cleaners,Cleaners,Matale,Matara,category-sorted-bijection-v1,provider-map-v1
P090290,P06002,Cleaners,Cleaners,Kurunegala,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090291,P06003,Cleaners,Cleaners,Ratnapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P090292,P06004,Cleaners,Cleaners,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P090293,P06005,Cleaners,Cleaners,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P090294,P06006,Cleaners,Cleaners,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090295,P06007,Cleaners,Cleaners,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090296,P06008,Cleaners,Cleaners,Kurunegala,Kandy,category-sorted-bijection-v1,provider-map-v1
P090297,P06009,Cleaners,Cleaners,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P090298,P06010,Cleaners,Cleaners,Jaffna,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090299,P06011,Cleaners,Cleaners,Kalutara,Galle,category-sorted-bijection-v1,provider-map-v1
P090300,P06012,Cleaners,Cleaners,Ratnapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090301,P06013,Cleaners,Cleaners,Galle,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090302,P06014,Cleaners,Cleaners,Gampaha,Matara,category-sorted-bijection-v1,provider-map-v1
P090303,P06015,Cleaners,Cleaners,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090304,P06016,Cleaners,Cleaners,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P090305,P06017,Cleaners,Cleaners,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090306,P06018,Cleaners,Cleaners,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P090307,P06019,Cleaners,Cleaners,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090308,P06020,Cleaners,Cleaners,Anuradhapura,Galle,category-sorted-bijection-v1,provider-map-v1
P090309,P06021,Cleaners,Cleaners,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P090310,P06022,Cleaners,Cleaners,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090311,P06023,Cleaners,Cleaners,Ratnapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090312,P06024,Cleaners,Cleaners,Nuwara Eliya,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090313,P06025,Cleaners,Cleaners,Kalutara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090314,P06026,Cleaners,Cleaners,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090315,P06027,Cleaners,Cleaners,Anuradhapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090316,P06028,Cleaners,Cleaners,Kalutara,Kandy,category-sorted-bijection-v1,provider-map-v1
P090317,P06029,Cleaners,Cleaners,Kurunegala,Jaffna,category-sorted-bijection-v1,provider-map-v1
P090318,P06030,Cleaners,Cleaners,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090319,P06031,Cleaners,Cleaners,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090320,P06032,Cleaners,Cleaners,Badulla,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090321,P06033,Cleaners,Cleaners,Batticaloa,Colombo,category-sorted-bijection-v1,provider-map-v1
P090322,P06034,Cleaners,Cleaners,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090323,P06035,Cleaners,Cleaners,Nuwara Eliya,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090324,P06036,Cleaners,Cleaners,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P090325,P06037,Cleaners,Cleaners,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P090326,P06038,Cleaners,Cleaners,Ratnapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090327,P06039,Cleaners,Cleaners,Kandy,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090328,P06040,Cleaners,Cleaners,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090329,P06041,Cleaners,Cleaners,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090330,P06042,Cleaners,Cleaners,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P090331,P06043,Cleaners,Cleaners,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P090332,P06044,Cleaners,Cleaners,Matale,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090333,P06045,Cleaners,Cleaners,Matara,Colombo,category-sorted-bijection-v1,provider-map-v1
P090334,P06046,Cleaners,Cleaners,Jaffna,Kandy,category-sorted-bijection-v1,provider-map-v1
P090335,P06047,Cleaners,Cleaners,Ratnapura,Galle,category-sorted-bijection-v1,provider-map-v1
P090336,P06048,Cleaners,Cleaners,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090337,P06049,Cleaners,Cleaners,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090338,P06050,Cleaners,Cleaners,Batticaloa,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090339,P06051,Cleaners,Cleaners,Ratnapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090340,P06052,Cleaners,Cleaners,Gampaha,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P090341,P06053,Cleaners,Cleaners,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P090342,P06054,Cleaners,Cleaners,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P090343,P06055,Cleaners,Cleaners,Nuwara Eliya,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090344,P06056,Cleaners,Cleaners,Kandy,Galle,category-sorted-bijection-v1,provider-map-v1
P090345,P06057,Cleaners,Cleaners,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P090346,P06058,Cleaners,Cleaners,Ratnapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
